project_id,project_name,client_name,start_date,end_date,status,region,industry,description
757,Project Orion Upgrade,SAP,2021-01-22,2022-12-01,Proposed,APAC,Technology,Upgrading legacy systems
758,Project Atlas Integration,British Telecom,2020-11-27,2023-12-22,Proposed,Latin America,Energy,Upgrading legacy systems
759,Project Gemini Analytics,Emirates,2023-04-09,2023-11-02,Cancelled,Europe,Healthcare,Data center consolidation
760,Project Helios Migration,ExxonMobil,2021-11-07,2023-12-02,Delayed,North America,Retail,E-commerce platform integration
761,Project Vantage Analytics,HSBC,2022-05-22,2022-11-26,Completed,APAC,Technology,Core banking overhaul
762,Project Orion Migration,Novartis,2021-03-04,2021-07-24,Cancelled,North America,Telecom,Analytics dashboards
763,Project Titan Analytics,IBM,2020-10-03,2024-06-27,Cancelled,Europe,Technology,Core banking overhaul
764,Project Titan Upgrade,Repsol,2023-05-02,2025-07-02,Proposed,Latin America,Insurance,Global ERP rollout
765,Project Vantage Analytics,Samsung,2022-10-09,2023-07-18,On Track,APAC,Energy,Core banking overhaul
766,Project Titan Upgrade,Amazon,2022-10-04,2025-01-13,Delayed,Latin America,Energy,Analytics dashboards
767,Project Vantage Migration,Ford,2020-04-02,2024-07-21,Cancelled,North America,Energy,Analytics dashboards
768,Project Orion Enhancement,Nestle,2021-09-22,2024-10-23,Completed,APAC,Technology,Mobile app redevelopment
769,Project Titan Integration,ExxonMobil,2023-10-09,2024-05-27,Proposed,APAC,Insurance,Analytics dashboards
770,Project Gemini Expansion,Ford,2021-09-09,2023-11-02,On Track,North America,Insurance,Global ERP rollout
771,Project Titan Enhancement,British Telecom,2020-02-04,2021-03-28,Completed,Africa,Energy,Upgrading legacy systems
772,Project Helios Migration,Nestle,2022-07-12,2023-08-07,Completed,Middle East,Energy,Global ERP rollout
773,Project Phoenix Expansion,IBM,2021-04-22,2022-10-07,On Track,Europe,Technology,Upgrading legacy systems
774,Project Gemini Enhancement,IBM,2020-11-04,2022-03-27,Cancelled,North America,Insurance,Upgrading legacy systems
775,Project Titan Integration,SAP,2021-01-31,2022-02-14,On Track,Latin America,Insurance,Core banking overhaul
776,Project Atlas Expansion,Repsol,2022-10-31,2024-09-01,Cancelled,Europe,Telecom,E-commerce platform integration
777,Project Vantage Analytics,Vodafone,2021-05-09,2024-05-21,On Track,Latin America,Automotive,Analytics dashboards
778,Project Orion Enhancement,IBM,2022-08-27,2025-04-10,Delayed,Africa,Healthcare,Core banking overhaul
779,Project Gemini Expansion,Coca-Cola,2021-07-14,2023-03-28,Delayed,Africa,Retail,Analytics dashboards
780,Project Nova Analytics,Vodafone,2022-06-25,2025-09-07,Delayed,Africa,Banking,Upgrading legacy systems
781,Project Gemini Enhancement,Samsung,2020-09-22,2025-04-12,Completed,North America,Telecom,Cloud migration project
782,Project Titan Migration,JP Morgan Chase,2023-02-07,2025-02-15,On Track,APAC,Insurance,Data center consolidation
783,Project Gemini Integration,Deutsche Telekom,2021-08-18,2024-11-13,On Track,APAC,Automotive,Data center consolidation
784,Project Atlas Integration,American Express,2020-05-31,2021-04-18,On Track,Latin America,Banking,Mobile app redevelopment
785,Project Gemini Migration,Nestle,2020-03-03,2022-04-27,On Track,Africa,Energy,Data center consolidation
786,Project Gemini Migration,Microsoft,2023-01-04,2024-05-07,Completed,Africa,Telecom,Cloud migration project
787,Project Helios Enhancement,ExxonMobil,2020-02-20,2025-02-20,On Track,North America,Insurance,Mobile app redevelopment
788,Project Helios Upgrade,Deutsche Telekom,2023-04-11,2025-10-22,Cancelled,Middle East,Healthcare,Data center consolidation
789,Project Orion Migration,IBM,2022-06-02,2024-07-15,On Track,North America,Telecom,Data center consolidation
790,Project Gemini Enhancement,SAP,2022-06-26,2024-03-18,On Track,Europe,Insurance,E-commerce platform integration
791,Project Nova Upgrade,Visa,2022-09-09,2025-11-03,Proposed,APAC,Telecom,E-commerce platform integration
792,Project Vantage Analytics,Sony,2020-03-07,2023-04-15,Proposed,Africa,Insurance,Global ERP rollout
793,Project Helios Enhancement,Emirates,2023-12-18,2024-12-30,On Track,Europe,Retail,Global ERP rollout
794,Project Vantage Migration,Amazon,2020-06-09,2024-07-25,Delayed,North America,Energy,E-commerce platform integration
795,Project Orion Enhancement,Deutsche Telekom,2020-09-06,2023-08-24,Proposed,North America,Technology,E-commerce platform integration
796,Project Vantage Enhancement,Emirates,2023-10-18,2024-08-30,Proposed,APAC,Energy,Mobile app redevelopment
797,Project Phoenix Analytics,American Express,2022-07-08,2023-10-22,Cancelled,Middle East,Technology,Data center consolidation
798,Project Gemini Migration,HSBC,2022-03-11,2024-04-20,Delayed,APAC,Automotive,Cloud migration project
799,Project Nova Analytics,Banco Santander,2022-06-24,2023-06-26,Cancelled,North America,Automotive,Data center consolidation
800,Project Helios Expansion,Sony,2021-12-26,2024-01-07,Delayed,APAC,Retail,Global ERP rollout
801,Project Phoenix Analytics,Pfizer,2023-11-08,2025-09-30,Delayed,North America,Retail,Mobile app redevelopment
802,Project Titan Migration,Deutsche Telekom,2023-10-26,2025-08-01,Completed,Latin America,Automotive,Data center consolidation
803,Project Orion Upgrade,Apple,2022-04-25,2024-12-26,On Track,APAC,Insurance,Mobile app redevelopment
804,Project Phoenix Integration,ExxonMobil,2023-07-16,2024-10-10,On Track,Middle East,Technology,Data center consolidation
805,Project Orion Integration,ExxonMobil,2021-07-06,2023-10-03,Proposed,APAC,Insurance,Data center consolidation
806,Project Titan Migration,Novartis,2021-06-20,2022-09-25,Delayed,North America,Energy,Global ERP rollout
807,Project Atlas Analytics,Deutsche Telekom,2022-11-06,2023-02-06,Delayed,Africa,Healthcare,Global ERP rollout
808,Project Phoenix Expansion,Apple,2022-12-13,2025-09-13,Cancelled,Africa,Healthcare,Global ERP rollout
809,Project Atlas Enhancement,Walmart,2023-02-04,2023-12-03,On Track,North America,Automotive,Data center consolidation
810,Project Nova Upgrade,Walmart,2021-12-01,2023-07-17,Proposed,North America,Healthcare,E-commerce platform integration
811,Project Atlas Analytics,ExxonMobil,2023-04-19,2025-01-08,On Track,Middle East,Telecom,Core banking overhaul
812,Project Helios Integration,SAP,2023-09-18,2024-11-01,Completed,Latin America,Retail,E-commerce platform integration
813,Project Phoenix Integration,Emirates,2020-04-21,2023-09-02,Completed,Africa,Insurance,Upgrading legacy systems
814,Project Atlas Migration,Emirates,2020-02-04,2021-08-02,Completed,Africa,Insurance,Analytics dashboards
815,Project Vantage Enhancement,HSBC,2023-09-12,2025-03-18,Cancelled,APAC,Healthcare,Analytics dashboards
816,Project Nova Integration,Apple,2022-12-17,2023-10-13,Proposed,APAC,Insurance,Cloud migration project
817,Project Titan Enhancement,Visa,2021-05-17,2021-10-15,Completed,Europe,Retail,Upgrading legacy systems
818,Project Atlas Enhancement,Microsoft,2020-01-18,2024-01-15,Completed,Middle East,Healthcare,Core banking overhaul
819,Project Atlas Analytics,Apple,2021-12-16,2024-06-22,Cancelled,Europe,Retail,Data center consolidation
820,Project Atlas Analytics,ExxonMobil,2021-09-26,2024-05-02,On Track,Middle East,Technology,Core banking overhaul
821,Project Nova Analytics,ExxonMobil,2021-04-04,2021-09-09,Delayed,Middle East,Technology,Analytics dashboards
822,Project Gemini Expansion,Wells Fargo,2020-04-22,2022-12-03,Delayed,APAC,Automotive,Global ERP rollout
823,Project Orion Analytics,Novartis,2023-12-05,2024-08-28,Completed,Africa,Retail,E-commerce platform integration
824,Project Orion Analytics,AT&T,2023-06-10,2024-04-07,On Track,Africa,Insurance,Global ERP rollout
825,Project Atlas Expansion,Volkswagen,2022-12-14,2025-04-18,On Track,Europe,Automotive,Core banking overhaul
826,Project Gemini Expansion,Microsoft,2021-09-13,2023-12-26,Proposed,Africa,Retail,Core banking overhaul
827,Project Vantage Enhancement,JP Morgan Chase,2021-02-25,2023-07-05,On Track,Latin America,Retail,Core banking overhaul
828,Project Phoenix Migration,SAP,2022-11-17,2024-07-30,Delayed,Latin America,Insurance,Data center consolidation
829,Project Orion Expansion,Novartis,2020-06-01,2023-12-21,Proposed,Middle East,Banking,Cloud migration project
830,Project Nova Migration,Vodafone,2021-10-24,2022-10-12,Delayed,Europe,Telecom,Core banking overhaul
831,Project Vantage Expansion,American Express,2021-05-27,2021-11-18,Completed,North America,Banking,E-commerce platform integration
832,Project Atlas Integration,Apple,2021-11-18,2024-05-25,Completed,APAC,Healthcare,E-commerce platform integration
833,Project Orion Integration,ExxonMobil,2023-06-06,2025-10-30,On Track,Latin America,Banking,Analytics dashboards
834,Project Orion Integration,Samsung,2020-03-27,2023-10-30,Cancelled,Middle East,Retail,Core banking overhaul
835,Project Phoenix Analytics,IBM,2023-06-07,2025-05-01,Cancelled,Africa,Healthcare,Analytics dashboards
836,Project Titan Expansion,Sony,2020-04-30,2022-05-20,Proposed,Middle East,Banking,Data center consolidation
837,Project Gemini Enhancement,American Express,2023-02-24,2023-05-16,Proposed,Europe,Technology,Upgrading legacy systems
838,Project Orion Expansion,American Express,2022-09-17,2025-01-14,Cancelled,North America,Banking,Upgrading legacy systems
839,Project Helios Enhancement,Coca-Cola,2021-12-02,2023-05-15,On Track,Africa,Banking,Cloud migration project
840,Project Titan Enhancement,JP Morgan Chase,2021-06-08,2025-10-24,Delayed,North America,Healthcare,Global ERP rollout
841,Project Orion Analytics,Wells Fargo,2022-04-23,2024-07-23,On Track,Europe,Telecom,Core banking overhaul
842,Project Helios Upgrade,British Telecom,2023-12-26,2025-01-27,Proposed,North America,Insurance,Upgrading legacy systems
843,Project Atlas Upgrade,Amazon,2020-06-14,2023-07-16,Delayed,Europe,Healthcare,Core banking overhaul
844,Project Vantage Expansion,Repsol,2021-09-13,2022-02-28,Proposed,North America,Banking,Core banking overhaul
845,Project Vantage Analytics,Vodafone,2021-04-08,2021-10-04,On Track,Middle East,Insurance,Upgrading legacy systems
846,Project Orion Upgrade,Visa,2023-09-05,2024-04-04,Proposed,North America,Telecom,Cloud migration project
847,Project Helios Enhancement,Walmart,2023-06-03,2024-05-13,Proposed,Europe,Technology,Core banking overhaul
848,Project Helios Expansion,Repsol,2023-08-13,2024-09-17,On Track,Latin America,Automotive,Upgrading legacy systems
849,Project Phoenix Expansion,SAP,2023-11-16,2025-04-20,Delayed,Middle East,Banking,E-commerce platform integration
850,Project Atlas Analytics,Wells Fargo,2021-07-08,2025-01-30,Delayed,Africa,Retail,Analytics dashboards
851,Project Vantage Integration,HSBC,2021-09-02,2023-08-26,Completed,APAC,Retail,Mobile app redevelopment
852,Project Helios Integration,Banco Santander,2021-04-24,2025-08-23,Delayed,Latin America,Energy,E-commerce platform integration
853,Project Phoenix Expansion,AT&T,2022-10-18,2025-06-05,Proposed,Latin America,Banking,Core banking overhaul
854,Project Nova Migration,Nestle,2021-10-25,2023-10-12,Cancelled,North America,Automotive,Cloud migration project
855,Project Orion Upgrade,HSBC,2023-11-19,2024-01-17,Completed,Middle East,Insurance,Core banking overhaul
856,Project Atlas Analytics,Novartis,2022-05-09,2023-01-03,Proposed,Africa,Insurance,Mobile app redevelopment
857,Project Phoenix Migration,Samsung,2021-01-02,2021-04-27,Delayed,North America,Insurance,Core banking overhaul
858,Project Orion Expansion,Volkswagen,2021-02-09,2022-04-23,Cancelled,APAC,Retail,Cloud migration project
859,Project Orion Expansion,Banco Santander,2022-05-11,2024-08-08,Cancelled,Africa,Insurance,E-commerce platform integration
860,Project Gemini Enhancement,Apple,2022-03-01,2024-02-19,Proposed,Middle East,Banking,Cloud migration project
861,Project Vantage Enhancement,Wells Fargo,2021-04-13,2023-06-08,Cancelled,Latin America,Technology,Mobile app redevelopment
862,Project Atlas Migration,Emirates,2020-03-27,2025-08-30,Delayed,Latin America,Energy,Upgrading legacy systems
863,Project Atlas Upgrade,Novartis,2022-02-20,2023-07-08,Cancelled,Europe,Retail,Core banking overhaul
864,Project Nova Integration,IBM,2022-01-08,2022-10-14,Proposed,North America,Banking,E-commerce platform integration
865,Project Helios Upgrade,Nestle,2020-01-30,2022-05-19,Cancelled,North America,Energy,Cloud migration project
866,Project Vantage Analytics,IBM,2023-05-11,2024-05-15,Completed,Latin America,Banking,Global ERP rollout
867,Project Phoenix Analytics,Deutsche Telekom,2020-12-27,2021-10-20,Proposed,Latin America,Retail,E-commerce platform integration
868,Project Atlas Migration,Walmart,2023-11-03,2024-09-18,On Track,Europe,Banking,Mobile app redevelopment
869,Project Orion Enhancement,Deutsche Telekom,2023-06-24,2025-12-03,Completed,North America,Healthcare,Analytics dashboards
870,Project Phoenix Enhancement,American Express,2023-05-24,2025-09-04,On Track,Europe,Energy,Mobile app redevelopment
871,Project Atlas Migration,Vodafone,2020-01-26,2023-04-20,Proposed,APAC,Energy,Cloud migration project
872,Project Titan Upgrade,Repsol,2023-03-24,2023-07-28,Completed,Latin America,Retail,E-commerce platform integration
873,Project Helios Upgrade,Banco Santander,2020-01-26,2023-08-19,On Track,Europe,Technology,Analytics dashboards
874,Project Gemini Analytics,IBM,2021-09-06,2023-04-25,Completed,Africa,Technology,Data center consolidation
875,Project Helios Integration,Walmart,2022-05-04,2023-05-11,Proposed,APAC,Banking,Mobile app redevelopment
876,Project Gemini Integration,Vodafone,2020-12-19,2022-01-19,Completed,APAC,Telecom,Analytics dashboards
877,Project Helios Expansion,AT&T,2022-12-27,2025-11-03,Proposed,Europe,Energy,Cloud migration project
878,Project Gemini Expansion,Banco Santander,2023-04-01,2025-08-11,Delayed,Latin America,Energy,Cloud migration project
879,Project Titan Integration,Pfizer,2023-03-30,2023-04-25,Proposed,North America,Insurance,Core banking overhaul
880,Project Helios Upgrade,Volkswagen,2023-08-01,2024-01-02,Delayed,Latin America,Automotive,Upgrading legacy systems
881,Project Atlas Enhancement,Pfizer,2021-01-27,2022-07-23,Completed,North America,Telecom,Upgrading legacy systems
882,Project Phoenix Analytics,SAP,2023-06-28,2025-03-27,Cancelled,Africa,Telecom,E-commerce platform integration
883,Project Nova Upgrade,Vodafone,2022-08-30,2024-04-12,Cancelled,Africa,Banking,Cloud migration project
884,Project Orion Migration,Amazon,2020-02-20,2023-09-01,Delayed,Africa,Energy,Upgrading legacy systems
885,Project Nova Integration,Vodafone,2020-12-21,2023-02-09,On Track,Latin America,Telecom,Cloud migration project
886,Project Gemini Integration,Vodafone,2021-11-25,2024-07-06,Delayed,Latin America,Telecom,Data center consolidation
887,Project Titan Analytics,Volkswagen,2023-09-27,2024-07-10,Delayed,North America,Telecom,Analytics dashboards
888,Project Phoenix Migration,SAP,2023-08-11,2025-01-27,Completed,Africa,Automotive,Core banking overhaul
889,Project Nova Expansion,Coca-Cola,2020-02-15,2024-06-23,On Track,Europe,Energy,Mobile app redevelopment
890,Project Atlas Analytics,Sony,2022-08-08,2023-07-29,Delayed,APAC,Automotive,Mobile app redevelopment
891,Project Titan Migration,IBM,2020-01-31,2021-09-19,Cancelled,Latin America,Automotive,Core banking overhaul
892,Project Atlas Migration,Visa,2023-01-23,2024-04-11,Delayed,Middle East,Technology,Global ERP rollout
893,Project Phoenix Migration,AT&T,2021-05-07,2023-01-01,Proposed,Middle East,Telecom,Cloud migration project
894,Project Orion Migration,Visa,2020-08-12,2022-11-25,Completed,Middle East,Automotive,Cloud migration project
895,Project Phoenix Upgrade,Walmart,2020-04-12,2021-07-15,Completed,North America,Technology,Mobile app redevelopment
896,Project Phoenix Integration,Visa,2022-08-30,2023-04-18,Completed,Europe,Telecom,E-commerce platform integration
897,Project Vantage Upgrade,JP Morgan Chase,2022-02-28,2024-08-28,Cancelled,Europe,Healthcare,E-commerce platform integration
898,Project Helios Integration,JP Morgan Chase,2021-06-24,2025-06-23,Proposed,Europe,Insurance,Analytics dashboards
899,Project Nova Upgrade,Pfizer,2020-11-05,2023-12-12,Cancelled,Latin America,Automotive,Analytics dashboards
900,Project Helios Enhancement,American Express,2023-12-02,2024-07-12,Completed,Middle East,Energy,Core banking overhaul
901,Project Titan Integration,Amazon,2020-10-12,2022-01-26,Proposed,Africa,Banking,Global ERP rollout
902,Project Helios Upgrade,Amazon,2021-05-18,2022-09-02,Delayed,Europe,Automotive,Mobile app redevelopment
903,Project Vantage Expansion,ExxonMobil,2023-07-29,2023-11-24,Proposed,Africa,Energy,Data center consolidation
904,Project Orion Upgrade,Wells Fargo,2022-07-09,2024-09-02,Proposed,Latin America,Retail,E-commerce platform integration
905,Project Helios Integration,Novartis,2023-09-06,2024-04-03,Completed,Middle East,Energy,Core banking overhaul
906,Project Titan Migration,JP Morgan Chase,2022-08-22,2023-12-27,Completed,Middle East,Retail,Analytics dashboards
907,Project Titan Enhancement,Banco Santander,2022-12-10,2023-11-19,Proposed,APAC,Healthcare,Global ERP rollout
908,Project Orion Enhancement,Samsung,2021-01-24,2025-04-11,Delayed,North America,Healthcare,Mobile app redevelopment
909,Project Helios Migration,Repsol,2023-06-09,2024-05-19,Cancelled,Latin America,Automotive,Core banking overhaul
910,Project Helios Migration,Apple,2020-01-07,2023-10-06,On Track,Africa,Healthcare,Global ERP rollout
911,Project Titan Migration,Repsol,2022-09-24,2022-12-31,Completed,Europe,Retail,Mobile app redevelopment
912,Project Titan Migration,Wells Fargo,2023-08-31,2025-02-28,Delayed,APAC,Technology,Cloud migration project
913,Project Titan Migration,Pfizer,2021-02-21,2025-05-04,On Track,APAC,Telecom,Upgrading legacy systems
914,Project Atlas Analytics,ExxonMobil,2022-03-15,2022-11-05,Completed,Latin America,Insurance,Global ERP rollout
915,Project Orion Enhancement,JP Morgan Chase,2022-03-18,2022-10-27,Proposed,Europe,Insurance,E-commerce platform integration
916,Project Helios Expansion,Coca-Cola,2022-10-10,2024-05-06,Delayed,North America,Energy,Global ERP rollout
917,Project Atlas Enhancement,British Telecom,2022-05-15,2024-02-24,Proposed,Latin America,Retail,Mobile app redevelopment
918,Project Helios Enhancement,Amazon,2021-11-15,2025-09-30,Cancelled,Latin America,Insurance,Cloud migration project
919,Project Gemini Migration,JP Morgan Chase,2022-11-19,2023-10-28,Delayed,Africa,Telecom,Mobile app redevelopment
920,Project Atlas Upgrade,Microsoft,2020-09-19,2024-10-26,Proposed,Africa,Telecom,Data center consolidation
921,Project Orion Enhancement,SAP,2023-10-06,2024-06-19,Proposed,Africa,Automotive,Upgrading legacy systems
922,Project Titan Analytics,Pfizer,2023-04-14,2025-02-06,Completed,North America,Retail,Data center consolidation
923,Project Atlas Integration,Apple,2021-11-06,2024-09-27,Delayed,Middle East,Telecom,Core banking overhaul
924,Project Titan Analytics,JP Morgan Chase,2020-02-08,2021-01-07,On Track,Africa,Technology,Cloud migration project
925,Project Gemini Upgrade,Pfizer,2023-12-18,2025-04-17,On Track,North America,Technology,Core banking overhaul
926,Project Phoenix Integration,Nestle,2022-03-20,2025-07-06,Delayed,North America,Telecom,Mobile app redevelopment
927,Project Gemini Analytics,Volkswagen,2023-07-06,2025-08-08,Cancelled,Europe,Energy,Upgrading legacy systems
928,Project Gemini Integration,Emirates,2023-09-14,2025-07-13,Delayed,North America,Insurance,Data center consolidation
929,Project Gemini Analytics,British Telecom,2022-04-29,2024-04-16,Cancelled,North America,Retail,Global ERP rollout
930,Project Titan Enhancement,AT&T,2020-08-23,2025-04-13,Completed,Latin America,Technology,Data center consolidation
931,Project Titan Enhancement,HSBC,2022-05-12,2024-07-28,Cancelled,Africa,Automotive,Analytics dashboards
932,Project Gemini Integration,Apple,2023-01-31,2024-02-23,Completed,Middle East,Banking,Cloud migration project
933,Project Orion Expansion,Sony,2020-08-29,2024-04-07,Delayed,Middle East,Retail,E-commerce platform integration
934,Project Nova Upgrade,Apple,2023-08-29,2023-09-19,On Track,Latin America,Healthcare,E-commerce platform integration
935,Project Vantage Migration,Amazon,2020-09-21,2024-03-14,Proposed,APAC,Telecom,Analytics dashboards
936,Project Titan Expansion,ExxonMobil,2021-03-23,2021-07-26,Delayed,APAC,Energy,Mobile app redevelopment
937,Project Titan Expansion,Nestle,2020-05-24,2023-11-02,Completed,Latin America,Energy,Analytics dashboards
938,Project Titan Analytics,IBM,2021-07-02,2023-01-02,Delayed,North America,Automotive,Analytics dashboards
939,Project Helios Enhancement,American Express,2022-10-07,2024-05-25,Proposed,North America,Healthcare,Analytics dashboards
940,Project Helios Migration,Sony,2020-08-15,2023-02-25,Cancelled,Latin America,Insurance,E-commerce platform integration
941,Project Gemini Enhancement,Coca-Cola,2021-06-27,2022-06-19,Delayed,APAC,Retail,E-commerce platform integration
942,Project Helios Integration,Emirates,2023-04-24,2024-02-06,Proposed,Latin America,Automotive,Analytics dashboards
943,Project Orion Analytics,IBM,2021-12-04,2022-07-27,Cancelled,Africa,Energy,Mobile app redevelopment
944,Project Orion Enhancement,Coca-Cola,2023-05-13,2025-02-23,Proposed,APAC,Healthcare,Upgrading legacy systems
945,Project Titan Analytics,IBM,2022-07-01,2024-12-01,Delayed,Latin America,Technology,Analytics dashboards
946,Project Vantage Integration,Samsung,2020-07-05,2021-02-07,Cancelled,North America,Automotive,Upgrading legacy systems
947,Project Helios Analytics,Walmart,2022-09-05,2023-07-11,On Track,North America,Telecom,Core banking overhaul
948,Project Titan Analytics,Walmart,2022-01-19,2025-08-09,Delayed,Middle East,Energy,Analytics dashboards
949,Project Orion Integration,Microsoft,2023-10-21,2025-12-29,Delayed,APAC,Energy,E-commerce platform integration
950,Project Gemini Upgrade,Amazon,2023-07-28,2025-08-17,Proposed,Europe,Insurance,Mobile app redevelopment
951,Project Gemini Analytics,American Express,2023-11-30,2024-01-28,Proposed,North America,Insurance,Cloud migration project
952,Project Helios Migration,Apple,2022-07-11,2022-12-29,On Track,Europe,Banking,Cloud migration project
953,Project Vantage Enhancement,Banco Santander,2023-04-28,2025-10-23,Proposed,Latin America,Healthcare,Global ERP rollout
954,Project Gemini Integration,British Telecom,2023-05-11,2025-06-20,Delayed,North America,Healthcare,E-commerce platform integration
955,Project Vantage Enhancement,Nestle,2021-11-29,2024-02-28,Completed,Europe,Telecom,Data center consolidation
956,Project Orion Enhancement,Wells Fargo,2023-12-02,2024-11-11,On Track,Africa,Energy,Mobile app redevelopment
957,Project Nova Integration,Walmart,2021-07-14,2021-09-23,Delayed,Latin America,Retail,Core banking overhaul
958,Project Orion Integration,Walmart,2020-03-27,2021-01-17,Proposed,Europe,Banking,Analytics dashboards
959,Project Helios Expansion,Visa,2023-04-25,2025-11-29,Delayed,Africa,Energy,Core banking overhaul
960,Project Nova Enhancement,JP Morgan Chase,2020-05-18,2020-12-16,Completed,Africa,Telecom,Mobile app redevelopment
961,Project Atlas Migration,Walmart,2022-11-04,2025-02-22,Completed,Africa,Banking,Cloud migration project
962,Project Helios Upgrade,Ford,2023-03-08,2025-12-26,On Track,North America,Telecom,Global ERP rollout
963,Project Titan Analytics,IBM,2022-09-07,2023-11-21,On Track,Africa,Retail,Global ERP rollout
964,Project Phoenix Migration,Samsung,2021-02-08,2023-01-01,Cancelled,Latin America,Automotive,Upgrading legacy systems
965,Project Orion Expansion,British Telecom,2023-07-15,2023-11-01,Completed,Europe,Banking,Analytics dashboards
966,Project Vantage Analytics,Vodafone,2022-04-13,2023-09-06,Proposed,APAC,Technology,Mobile app redevelopment
967,Project Orion Upgrade,Volkswagen,2022-10-09,2023-03-21,Delayed,Europe,Insurance,Data center consolidation
968,Project Nova Enhancement,Visa,2020-12-01,2021-08-11,Delayed,Africa,Energy,Mobile app redevelopment
969,Project Titan Analytics,AT&T,2020-10-24,2025-11-23,Delayed,North America,Energy,Global ERP rollout
970,Project Gemini Enhancement,HSBC,2023-02-18,2024-04-13,On Track,North America,Technology,Global ERP rollout
971,Project Titan Migration,HSBC,2022-08-15,2025-12-04,Proposed,APAC,Retail,Mobile app redevelopment
972,Project Vantage Integration,Visa,2022-05-20,2022-07-12,On Track,Africa,Retail,Global ERP rollout
973,Project Helios Integration,HSBC,2022-01-08,2024-01-08,Completed,North America,Automotive,Upgrading legacy systems
974,Project Phoenix Analytics,Wells Fargo,2023-06-14,2025-12-11,On Track,APAC,Banking,Global ERP rollout
975,Project Phoenix Migration,Emirates,2020-11-06,2023-05-16,On Track,APAC,Insurance,Analytics dashboards
976,Project Phoenix Migration,Ford,2023-09-03,2024-11-30,Proposed,Middle East,Retail,Global ERP rollout
977,Project Vantage Expansion,Visa,2020-12-09,2022-09-08,Proposed,North America,Technology,Upgrading legacy systems
978,Project Atlas Expansion,Amazon,2020-10-17,2023-09-13,Proposed,APAC,Telecom,E-commerce platform integration
979,Project Phoenix Integration,Microsoft,2022-10-29,2023-08-30,Delayed,APAC,Telecom,E-commerce platform integration
980,Project Titan Expansion,Coca-Cola,2023-05-26,2024-08-14,Proposed,North America,Telecom,Core banking overhaul
981,Project Gemini Expansion,American Express,2022-07-22,2022-08-13,Delayed,Latin America,Telecom,Analytics dashboards
982,Project Phoenix Migration,Repsol,2021-05-09,2024-09-05,Proposed,Africa,Telecom,Data center consolidation
983,Project Vantage Enhancement,Visa,2020-04-14,2020-11-29,Cancelled,APAC,Healthcare,Cloud migration project
984,Project Gemini Enhancement,American Express,2022-12-25,2023-06-10,Proposed,Europe,Insurance,Data center consolidation
985,Project Nova Upgrade,Volkswagen,2022-12-23,2024-03-07,Delayed,Latin America,Energy,Global ERP rollout
986,Project Vantage Upgrade,HSBC,2023-01-19,2025-04-23,Cancelled,Europe,Technology,Analytics dashboards
987,Project Vantage Enhancement,Samsung,2023-09-30,2025-04-30,Cancelled,Africa,Insurance,Upgrading legacy systems
988,Project Gemini Analytics,Apple,2021-04-18,2024-10-11,Completed,Middle East,Healthcare,Mobile app redevelopment
989,Project Titan Analytics,Banco Santander,2020-05-04,2024-01-26,Cancelled,North America,Retail,E-commerce platform integration
990,Project Orion Migration,Banco Santander,2021-09-11,2024-03-19,Cancelled,North America,Healthcare,Data center consolidation
991,Project Vantage Expansion,Repsol,2022-02-03,2025-12-19,Cancelled,North America,Insurance,Mobile app redevelopment
992,Project Gemini Expansion,Deutsche Telekom,2020-11-02,2022-01-12,On Track,Middle East,Banking,Analytics dashboards
993,Project Phoenix Enhancement,Apple,2021-07-12,2023-02-28,On Track,Middle East,Telecom,Global ERP rollout
994,Project Orion Analytics,Samsung,2021-07-21,2023-05-13,Proposed,North America,Telecom,Analytics dashboards
995,Project Vantage Enhancement,Banco Santander,2023-05-21,2025-03-31,Completed,Latin America,Banking,Core banking overhaul
996,Project Orion Enhancement,SAP,2020-07-28,2024-05-30,Delayed,Africa,Telecom,Cloud migration project
997,Project Orion Expansion,Microsoft,2022-04-14,2024-04-28,Delayed,APAC,Telecom,Core banking overhaul
998,Project Vantage Integration,IBM,2023-06-20,2024-10-22,Delayed,Middle East,Energy,Cloud migration project
999,Project Nova Expansion,Coca-Cola,2022-11-09,2025-10-25,Proposed,North America,Banking,Upgrading legacy systems
1000,Project Phoenix Migration,Sony,2021-08-01,2022-04-21,Completed,Latin America,Banking,Global ERP rollout
